Time,PosX,PosY,PosZ
1556456299.001,-12400.987012418365,-18691.3518960224,14254.125832679183
1556456299.251,-12400.993731115164,-18691.807849635225,14253.52574736147
1556456299.501,-12401.000454100576,-18692.263784410163,14252.92564312493
1556456299.751,-12401.007181373912,-18692.719700346603,14252.325519970362
1556456300.001,-12401.01391293448,-18693.17559744395,14251.725377898565
1556456300.251,-12401.020648781592,-18693.631475701597,14251.125216910346
1556456300.501,-12401.027388914556,-18694.08733511893,14250.525037006497
1556456300.751,-12401.034133332681,-18694.543175695355,14249.924838187822
1556456301.001,-12401.040882035279,-18694.998997430266,14249.324620455123
1556456301.251,-12401.047635021658,-18695.45480032306,14248.7243838092
1556456301.501,-12401.054392291127,-18695.910584373123,14248.124128250856
1556456301.751,-12401.061153843,-18696.36634957986,14247.523853780887
1556456302.001,-12401.067919676583,-18696.82209594266,14246.923560400097
1556456302.251,-12401.074689791187,-18697.27782346093,14246.323248109285
1556456302.501,-12401.081464186122,-18697.733532134054,14245.722916909253
1556456302.751,-12401.088242860695,-18698.18922196144,14245.122566800801
1556456303.001,-12401.095025814218,-18698.64489294247,14244.522197784732
1556456303.251,-12401.101813046,-18699.100545076544,14243.921809861842
1556456303.501,-12401.108604555351,-18699.556178363062,14243.321403032938
1556456303.751,-12401.11540034158,-18700.011792801422,14242.720977298814
1556456304.001,-12401.122200403996,-18700.467388391018,14242.12053266028
1556456304.251,-12401.12900474191,-18700.92296513124,14241.520069118127
1556456304.501,-12401.13581335463,-18701.378523021493,14240.91958667316
1556456304.751,-12401.142626241466,-18701.83406206117,14240.31908532618
1556456305.001,-12401.149443401726,-18702.289582249665,14239.718565077996
1556456305.251,-12401.15626483472,-18702.745083586375,14239.118025929398
1556456305.501,-12401.163090539761,-18703.200566070696,14238.517467881185
1556456305.751,-12401.169920516153,-18703.65602970203,14237.91689093417
1556456306.001,-12401.176754763208,-18704.11147447977,14237.316295089146
1556456306.251,-12401.183593280235,-18704.566900403308,14236.715680346919
1556456306.501,-12401.190436066543,-18705.02230747205,14236.11504670828
1556456306.751,-12401.19728312144,-18705.47769568538,14235.514394174046
1556456307.001,-12401.204134444237,-18705.933065042704,14234.913722745006
1556456307.251,-12401.210990034242,-18706.388415543413,14234.313032421967
1556456307.501,-12401.217849890765,-18706.843747186915,14233.712323205726
1556456307.751,-12401.224714013115,-18707.299059972593,14233.111595097085
1556456308.001,-12401.2315824006,-18707.754353899854,14232.510848096848
1556456308.251,-12401.23845505253,-18708.20962896809,14231.910082205817
1556456308.501,-12401.245331968214,-18708.664885176695,14231.309297424788
1556456308.751,-12401.25221314696,-18709.12012252507,14230.708493754573
1556456309.001,-12401.259098588078,-18709.57534101261,14230.107671195961
1556456309.251,-12401.265988290877,-18710.030540638716,14229.50682974976
1556456309.501,-12401.272882254665,-18710.485721402787,14228.90596941677
1556456309.751,-12401.279780478751,-18710.940883304207,14228.305090197795
1556456310.001,-12401.286682962444,-18711.396026342387,14227.704192093632
1556456310.251,-12401.293589705056,-18711.851150516715,14227.103275105084
1556456310.501,-12401.30050070589,-18712.306255826596,14226.502339232957
1556456310.751,-12401.307415964257,-18712.761342271424,14225.901384478046
1556456311.001,-12401.314335479468,-18713.216409850596,14225.300410841157
1556456311.251,-12401.32125925083,-18713.67145856351,14224.699418323089
1556456311.501,-12401.328187277652,-18714.126488409558,14224.098406924644
1556456311.751,-12401.335119559242,-18714.581499388147,14223.497376646628
1556456312.001,-12401.342056094909,-18715.036491498664,14222.896327489838
1556456312.251,-12401.34899688396,-18715.491464740517,14222.295259455077
1556456312.501,-12401.355941925709,-18715.9464191131,14221.694172543148
1556456312.751,-12401.362891219458,-18716.40135461581,14221.09306675485
1556456313.001,-12401.36984476452,-18716.85627124804,14220.491942090986
1556456313.251,-12401.3768025602,-18717.311169009194,14219.890798552358
1556456313.501,-12401.383764605811,-18717.76604789867,14219.28963613977
1556456313.751,-12401.390730900657,-18718.220907915864,14218.688454854022
1556456314.001,-12401.39770144405,-18718.675749060174,14218.087254695914
1556456314.251,-12401.404676235295,-18719.130571330992,14217.486035666254
1556456314.501,-12401.411655273701,-18719.585374727725,14216.884797765837
1556456314.751,-12401.418638558582,-18720.040159249766,14216.283540995468
1556456315.001,-12401.425626089238,-18720.494924896517,14215.682265355948
1556456315.251,-12401.432617864983,-18720.949671667375,14215.080970848081
1556456315.501,-12401.43961388512,-18721.404399561732,14214.479657472668
1556456315.751,-12401.446614148965,-18721.859108579,14213.878325230511
1556456316.001,-12401.453618655818,-18722.31379871856,14213.276974122411
1556456316.251,-12401.460627404991,-18722.76846997982,14212.675604149175
1556456316.501,-12401.467640395796,-18723.223122362175,14212.074215311597
1556456316.751,-12401.474657627536,-18723.677755865032,14211.472807610488
1556456317.001,-12401.481679099517,-18724.13237048778,14210.87138104664
1556456317.251,-12401.488704811054,-18724.586966229817,14210.269935620865
1556456317.501,-12401.49573476145,-18725.041543090545,14209.668471333962
1556456317.751,-12401.502768950017,-18725.496101069366,14209.06698818673
1556456318.001,-12401.509807376058,-18725.95064016567,14208.465486179979
1556456318.251,-12401.516850038885,-18726.40516037886,14207.863965314504
1556456318.501,-12401.523896937804,-18726.859661708342,14207.262425591107
1556456318.751,-12401.530948072123,-18727.3141441535,14206.660867010596
1556456319.001,-12401.53800344115,-18727.768607713748,14206.059289573768
1556456319.251,-12401.545063044196,-18728.22305238847,14205.457693281429
