Time,PosX,PosY,PosZ
1556456299.001,-25281.57137306688,-6416.000424254809,-5940.014407083272
1556456299.251,-25281.724584321193,-6416.1356322392985,-5939.260764996599
1556456299.501,-25281.877776003636,-6416.270828419822,-5938.507115178698
1556456299.751,-25282.03094811367,-6416.40601279697,-5937.753457630546
1556456300.001,-25282.184100650746,-6416.541185371332,-5936.999792353141
1556456300.251,-25282.337233614333,-6416.676346143502,-5936.246119347472
1556456300.501,-25282.49034700388,-6416.811495114074,-5935.4924386145285
1556456300.751,-25282.643440818847,-6416.946632283638,-5934.738750155302
1556456301.001,-25282.796515058693,-6417.081757652788,-5933.985053970777
1556456301.251,-25282.94956972287,-6417.216871222112,-5933.231350061946
1556456301.501,-25283.102604810843,-6417.3519729922045,-5932.4776384298
1556456301.751,-25283.255620322067,-6417.487062963659,-5931.723919075326
1556456302.001,-25283.408616255998,-6417.6221411370625,-5930.970191999515
1556456302.251,-25283.5615926121,-6417.757207513012,-5930.216457203358
1556456302.501,-25283.71454938982,-6417.8922620920985,-5929.462714687839
1556456302.751,-25283.867486588628,-6418.027304874915,-5928.708964453956
1556456303.001,-25284.02040420797,-6418.162335862051,-5927.955206502691
1556456303.251,-25284.17330224732,-6418.297355054099,-5927.201440835042
1556456303.501,-25284.32618070612,-6418.432362451653,-5926.44766745199
1556456303.751,-25284.479039583835,-6418.567358055303,-5925.693886354529
1556456304.001,-25284.63187887992,-6418.702341865648,-5924.940097543649
1556456304.251,-25284.78469859384,-6418.837313883272,-5924.18630102034
1556456304.501,-25284.93749872505,-6418.9722741087735,-5923.43249678559
1556456304.751,-25285.090279273005,-6419.10722254274,-5922.678684840386
1556456305.001,-25285.24304023717,-6419.242159185766,-5921.924865185725
1556456305.251,-25285.395781616993,-6419.377084038444,-5921.171037822593
1556456305.501,-25285.54850341194,-6419.51199710137,-5920.41720275198
1556456305.751,-25285.70120562147,-6419.646898375131,-5919.663359974873
1556456306.001,-25285.853888245038,-6419.78178786032,-5918.909509492265
1556456306.251,-25286.006551282102,-6419.916665557535,-5918.1556513051455
1556456306.501,-25286.15919473213,-6420.051531467363,-5917.401785414502
1556456306.751,-25286.311818594564,-6420.186385590401,-5916.647911821328
1556456307.001,-25286.464422868874,-6420.321227927239,-5915.8940305266115
1556456307.251,-25286.61700755452,-6420.456058478469,-5915.140141531343
1556456307.501,-25286.769572650952,-6420.590877244682,-5914.386244836507
1556456307.751,-25286.922118157636,-6420.72568422648,-5913.632340443104
1556456308.001,-25287.07464407403,-6420.860479424446,-5912.878428352113
1556456308.251,-25287.227150399587,-6420.99526283918,-5912.12450856453
1556456308.501,-25287.379637133774,-6421.130034471271,-5911.370581081343
