Time,PosX,PosY,PosZ
1556456299.001,-14643.234676494587,-2893.5678879862444,-20733.256116815923
1556456299.251,-14643.695849909456,-2894.1054609030634,-20732.85672282419
1556456299.501,-14644.157025916707,-2894.6430136439394,-20732.45729785609
1556456299.751,-14644.618204515076,-2895.180546208152,-20732.05784191223
1556456300.001,-14645.079385703291,-2895.718058594992,-20731.658354993207
1556456300.251,-14645.540569480085,-2896.2555508037276,-20731.258837099616
1556456300.501,-14646.001755844185,-2896.7930228336536,-20730.85928823207
1556456300.751,-14646.462944794326,-2897.330474684042,-20730.45970839116
1556456301.001,-14646.924136329239,-2897.867906354184,-20730.06009757749
1556456301.251,-14647.385330447652,-2898.405317843355,-20729.660455791658
1556456301.501,-14647.846527148298,-2898.942709150835,-20729.260783034268
1556456301.751,-14648.30772642991,-2899.480080275918,-20728.86107930592
1556456302.001,-14648.768928291216,-2900.0174312178733,-20728.46134460721
1556456302.251,-14649.230132730947,-2900.554761975991,-20728.06157893875
1556456302.501,-14649.691339747837,-2901.0920725495544,-20727.66178230113
1556456302.751,-14650.152549340615,-2901.629362937836,-20727.261954694954
1556456303.001,-14650.613761508012,-2902.166633140134,-20726.86209612082
1556456303.251,-14651.07497624876,-2902.703883155713,-20726.46220657934
1556456303.501,-14651.536193561587,-2903.241112983871,-20726.06228607111
1556456303.751,-14651.997413445226,-2903.7783226238844,-20725.66233459672
1556456304.001,-14652.458635898409,-2904.3155120750325,-20725.262352156784
1556456304.251,-14652.919860919863,-2904.852681336606,-20724.862338751896
1556456304.501,-14653.381088508322,-2905.389830407885,-20724.462294382665
1556456304.751,-14653.842318662515,-2905.926959288152,-20724.062219049687
1556456305.001,-14654.303551381172,-2906.464067976687,-20723.662112753565
1556456305.251,-14654.764786663029,-2907.0011564727774,-20723.2619754949
1556456305.501,-14655.22602450681,-2907.538224775706,-20722.86180727429
1556456305.751,-14655.687264911247,-2908.075272884753,-20722.461608092344
1556456306.001,-14656.148507875074,-2908.6123007992046,-20722.061377949656
1556456306.251,-14656.609753397019,-2909.149308518352,-20721.66111684683
1556456306.501,-14657.071001475811,-2909.68629604146,-20721.26082478447
1556456306.751,-14657.532252110184,-2910.2232633678304,-20720.860501763174
1556456307.001,-14657.993505298864,-2910.7602104967355,-20720.46014778355
1556456307.251,-14658.454761040586,-2911.297137427462,-20720.05976284619
1556456307.501,-14658.916019334078,-2911.8340441592973,-20719.659346951707
1556456307.751,-14659.37728017807,-2912.3709306915243,-20719.258900100693
1556456308.001,-14659.838543571293,-2912.907797023423,-20718.858422293753
1556456308.251,-14660.29980951248,-2913.4446431542838,-20718.45791353149
1556456308.501,-14660.761078000356,-2913.9814690833828,-20718.05737381451
1556456308.751,-14661.222349033655,-2914.5182748100106,-20717.656803143407
1556456309.001,-14661.683622611106,-2915.055060333447,-20717.256201518787
1556456309.251,-14662.14489873144,-2915.5918256529785,-20716.855568941253
1556456309.501,-14662.606177393385,-2916.1285707678926,-20716.45490541141
1556456309.751,-14663.067458595673,-2916.6652956774687,-20716.054210929855
1556456310.001,-14663.528742337036,-2917.2020003809976,-20715.653485497187
1556456310.251,-14663.9900286162,-2917.738684877755,-20715.252729114014
1556456310.501,-14664.451317431894,-2918.275349167032,-20714.851941780944
1556456310.751,-14664.912608782852,-2918.8119932481113,-20714.45112349857
1556456311.001,-14665.373902667805,-2919.3486171202767,-20714.050274267494
1556456311.251,-14665.835199085479,-2919.885220782815,-20713.649394088323
1556456311.501,-14666.296498034606,-2920.4218042350167,-20713.24848296166
1556456311.751,-14666.757799513916,-2920.9583674761543,-20712.847540888106
1556456312.001,-14667.219103522139,-2921.494910505522,-20712.446567868265
1556456312.251,-14667.680410058001,-2922.0314333224032,-20712.045563902735
1556456312.501,-14668.141719120238,-2922.567935926081,-20711.64452899212
1556456312.751,-14668.603030707574,-2923.104418315843,-20711.24346313703
1556456313.001,-14669.064344818742,-2923.6408804909715,-20710.84236633806
1556456313.251,-14669.525661452475,-2924.177322450758,-20710.441238595817
1556456313.501,-14669.986980607495,-2924.713744194485,-20710.0400799109
1556456313.751,-14670.448302282535,-2925.2501457214294,-20709.638890283917
1556456314.001,-14670.909626476328,-2925.7865270308885,-20709.237669715465
1556456314.251,-14671.3709531876,-2926.3228881221494,-20708.836418206152
1556456314.501,-14671.832282415082,-2926.859228994488,-20708.43513575658
1556456314.751,-14672.293614157501,-2927.395549647199,-20708.03382236735
1556456315.001,-14672.754948413589,-2927.9318500795616,-20707.632478039068
1556456315.251,-14673.216285182076,-2928.4681302908593,-20707.231102772337
1556456315.501,-14673.677624461689,-2929.0043902803936,-20706.829696567755
1556456315.751,-14674.13896625116,-2929.540630047437,-20706.428259425935
