Time,PosX,PosY,PosZ
1556456299.001,-15978.17169063733,-6425.171165590707,20643.450147771367
1556456299.251,-15977.685806266527,-6425.582082936772,20643.69222246948
1556456299.501,-15977.199921705687,-6425.9930118965785,20643.934270698435
1556456299.751,-15976.71403695568,-6426.403952469742,20644.17629245791
1556456300.001,-15976.228152017382,-6426.81490465587,20644.41828774758
1556456300.251,-15975.742266891666,-6427.2258684545795,20644.660256567116
1556456300.501,-15975.256381579406,-6427.636843865481,20644.9021989162
1556456300.751,-15974.770496081477,-6428.047830888187,20645.1441147945
1556456301.001,-15974.284610398754,-6428.458829522308,20645.386004201704
1556456301.251,-15973.798724532113,-6428.869839767458,20645.62786713748
1556456301.501,-15973.312838482423,-6429.2808616232505,20645.869703601507
1556456301.751,-15972.82695225056,-6429.691895089295,20646.11151359346
1556456302.001,-15972.341065837401,-6430.102940165204,20646.353297113015
1556456302.251,-15971.855179243816,-6430.51399685059,20646.595054159847
1556456302.501,-15971.369292470683,-6430.925065145065,20646.836784733638
1556456302.751,-15970.883405518873,-6431.336145048241,20647.078488834064
1556456303.001,-15970.397518389262,-6431.7472365597305,20647.32016646079
1556456303.251,-15969.911631082725,-6432.158339679143,20647.561817613507
1556456303.501,-15969.425743600132,-6432.569454406092,20647.803442291886
1556456303.751,-15968.93985594236,-6432.980580740191,20648.045040495595
1556456304.001,-15968.453968110283,-6433.391718681049,20648.286612224325
1556456304.251,-15967.968080104774,-6433.8028682282775,20648.528157477744
1556456304.501,-15967.482191926707,-6434.214029381489,20648.76967625553
1556456304.751,-15966.996303576956,-6434.625202140297,20649.01116855736
1556456305.001,-15966.5104150564,-6435.036386504309,20649.252634382912
1556456305.251,-15966.024526365904,-6435.447582473141,20649.49407373186
1556456305.501,-15965.538637506348,-6435.8587900464,20649.735486603884
1556456305.751,-15965.052748478602,-6436.2700092237,20649.976872998657
1556456306.001,-15964.566859283545,-6436.681240004654,20650.218232915857
1556456306.251,-15964.080969922046,-6437.092482388868,20650.459566355166
1556456306.501,-15963.595080394982,-6437.503736375958,20650.70087331625
1556456306.751,-15963.109190703226,-6437.915001965534,20650.9421537988
1556456307.001,-15962.623300847652,-6438.326279157206,20651.18340780248
1556456307.251,-15962.137410829133,-6438.737567950587,20651.42463532697
1556456307.501,-15961.651520648542,-6439.148868345287,20651.665836371954
1556456307.751,-15961.165630306756,-6439.560180340917,20651.907010937102
