Time,PosX,PosY,PosZ
1556456299.001,3002.8148564274757,-12693.381414044234,21935.339533973267
1556456299.251,3003.2791333776136,-12692.79227100763,21935.617126191886
1556456299.501,3003.743428306286,-12692.203130098544,21935.894685535168
1556456299.751,3004.2077412128715,-12691.613991318318,21936.17221200271
1556456300.001,3004.6720720967555,-12691.02485466829,21936.44970559409
1556456300.251,3005.136420957316,-12690.435720149815,21936.727166308883
1556456300.501,3005.600787793934,-12689.846587764227,21937.00459414669
1556456300.751,3006.065172605992,-12689.257457512873,21937.281989107083
1556456301.001,3006.52957539287,-12688.668329397095,21937.55935118966
1556456301.251,3006.993996153947,-12688.079203418232,21937.836680393993
1556456301.501,3007.458434888607,-12687.490079577636,21938.11397671968
1556456301.751,3007.922891596228,-12686.900957876642,21938.39124016629
1556456302.001,3008.387366276191,-12686.311838316595,21938.668470733435
1556456302.251,3008.851858927877,-12685.722720898835,21938.945668420674
1556456302.501,3009.316369550666,-12685.133605624713,21939.222833227606
1556456302.751,3009.780898143939,-12684.544492495563,21939.49996515381
1556456303.001,3010.2454447070754,-12683.955381512735,21939.777064198883
1556456303.251,3010.710009239456,-12683.36627267757,21940.054130362405
1556456303.501,3011.174591740461,-12682.777165991405,21940.33116364396
1556456303.751,3011.6391922094685,-12682.188061455587,21940.608164043137
1556456304.001,3012.1038106458614,-12681.59895907146,21940.88513155951
1556456304.251,3012.5684470490182,-12681.009858840363,21941.16206619268
1556456304.501,3013.033101418319,-12680.420760763644,21941.43896794223
1556456304.751,3013.497773753143,-12679.831664842639,21941.715836807743
1556456305.001,3013.9624640528705,-12679.2425710787,21941.9926727888
1556456305.251,3014.427172316879,-12678.653479473158,21942.269475885005
1556456305.501,3014.891898544552,-12678.064390027363,21942.546246095917
1556456305.751,3015.3566427352666,-12677.475302742656,21942.822983421152
1556456306.001,3015.8214048884006,-12676.886217620377,21943.099687860282
1556456306.251,3016.2861850033364,-12676.297134661872,21943.37635941289
1556456306.501,3016.750983079453,-12675.70805386848,21943.652998078564
1556456306.751,3017.215799116129,-12675.118975241548,21943.929603856894
1556456307.001,3017.6806331127414,-12674.529898782419,21944.20617674746
1556456307.251,3018.145485068672,-12673.940824492427,21944.482716749866
1556456307.501,3018.6103549832983,-12673.351752372919,21944.75922386368
1556456307.751,3019.0752428560004,-12672.76268242524,21945.03569808849
1556456308.001,3019.540148686155,-12672.17361465073,21945.31213942389
1556456308.251,3020.005072473145,-12671.58454905073,21945.58854786947
1556456308.501,3020.470014216346,-12670.995485626583,21945.864923424808
1556456308.751,3020.9349739151344,-12670.406424379635,21946.1412660895
1556456309.001,3021.399951568895,-12669.817365311224,21946.417575863117
1556456309.251,3021.864947177001,-12669.228308422693,21946.693852745266
1556456309.501,3022.329960738833,-12668.639253715384,21946.970096735517
1556456309.751,3022.7949922537687,-12668.05020119064,21947.246307833477
1556456310.001,3023.2600417211875,-12667.461150849798,21947.52248603871
1556456310.251,3023.7251091404655,-12666.87210269421,21947.798631350815
1556456310.501,3024.1901945109826,-12666.283056725211,21948.07474376938
1556456310.751,3024.6552978321183,-12665.694012944145,21948.350823293993
1556456311.001,3025.120419103247,-12665.104971352353,21948.626869924236
1556456311.251,3025.5855583237476,-12664.515931951175,21948.9028836597
1556456311.501,3026.0507154930015,-12663.926894741959,21949.17886449997
1556456311.751,3026.515890610381,-12663.33785972604,21949.454812444637
1556456312.001,3026.981083675268,-12662.748826904764,21949.73072749329
1556456312.251,3027.4462946870394,-12662.159796279475,21950.006609645505
1556456312.501,3027.911523645071,-12661.570767851512,21950.28245890089
1556456312.751,3028.376770548742,-12660.981741622212,21950.558275259013
1556456313.001,3028.84203539743,-12660.392717592924,21950.83405871947
1556456313.251,3029.3073181905106,-12659.803695764987,21951.109809281843
1556456313.501,3029.772618927363,-12659.214676139742,21951.385526945734
1556456313.751,3030.2379376073645,-12658.625658718534,21951.66121171072
1556456314.001,3030.703274229891,-12658.036643502699,21951.93686357639
1556456314.251,3031.168628794319,-12657.447630493583,21952.21248254233
1556456314.501,3031.6340013000267,-12656.858619692528,21952.48806860813
1556456314.751,3032.0993917463907,-12656.269611100874,21952.76362177339
1556456315.001,3032.5648001327895,-12655.68060471996,21953.039142037676
1556456315.251,3033.0302264585994,-12655.091600551135,21953.314629400593
1556456315.501,3033.4956707231945,-12654.502598595735,21953.590083861724
1556456315.751,3033.9611329259546,-12653.913598855097,21953.865505420654
1556456316.001,3034.426613066254,-12653.32460133057,21954.14089407697
1556456316.251,3034.8921111434706,-12652.735606023498,21954.416249830276
1556456316.501,3035.3576271569805,-12652.146612935214,21954.691572680138
1556456316.751,3035.8231611061615,-12651.557622067063,21954.966862626163
1556456317.001,3036.288712990386,-12650.968633420387,21955.242119667928
1556456317.251,3036.754282809035,-12650.379646996524,21955.517343805026
1556456317.501,3037.2198705614824,-12649.79066279682,21955.79253503705
1556456317.751,3037.6854762471044,-12649.201680822614,21956.067693363577
1556456318.001,3038.151099865277,-12648.61270107525,21956.3428187842
1556456318.251,3038.6167414153765,-12648.023723556063,21956.617911298526
1556456318.501,3039.082400896777,-12647.434748266402,21956.892970906112
1556456318.751,3039.5480783088574,-12646.845775207603,21957.16799760657
1556456319.001,3040.0137736509937,-12646.256804381008,21957.44299139949
1556456319.251,3040.4794869225584,-12645.667835787957,21957.717952284438
1556456319.501,3040.9452181229285,-12645.078869429792,21957.99288026103
1556456319.751,3041.41096725148,-12644.489905307859,21958.267775328837
1556456320.001,3041.8767343075883,-12643.900943423492,21958.54263748745
1556456320.251,3042.34251929063,-12643.311983778034,21958.817466736466
1556456320.501,3042.808322199978,-12642.723026372829,21959.09226307548
1556456320.751,3043.2741430350084,-12642.134071209215,21959.367026504056
1556456321.001,3043.7399817950977,-12641.545118288534,21959.64175702181
1556456321.251,3044.2058384796205,-12640.956167612127,21959.91645462832
1556456321.501,3044.671713087951,-12640.367219181333,21960.19111932317
1556456321.751,3045.1376056194645,-12639.778272997499,21960.465751105963
1556456322.001,3045.603516073537,-12639.189329061956,21960.74034997628
1556456322.251,3046.0694444495416,-12638.600387376055,21961.01491593371
1556456322.501,3046.535390746855,-12638.011447941128,21961.28944897784
1556456322.751,3047.0013549648506,-12637.42251075852,21961.56394910827
1556456323.001,3047.4673371029025,-12636.833575829574,21961.83841632458
1556456323.251,3047.9333371603884,-12636.244643155627,21962.112850626363
1556456323.501,3048.399355136679,-12635.655712738022,21962.387252013206
1556456323.751,3048.865391031151,-12635.066784578099,21962.66162048471
1556456324.001,3049.331444843179,-12634.477858677199,21962.935956040455
1556456324.251,3049.797516572135,-12633.88893503666,21963.210258680032
1556456324.501,3050.2636062173965,-12633.300013657825,21963.48452840303
1556456324.751,3050.729713778335,-12632.711094542035,21963.758765209044
1556456325.001,3051.195839254326,-12632.122177690628,21964.032969097658
1556456325.251,3051.6619826447427,-12631.533263104948,21964.30714006847
1556456325.501,3052.128143948959,-12630.944350786334,21964.581278121055
1556456325.751,3052.59432316635,-12630.355440736126,21964.855383255024
1556456326.001,3053.0605202962893,-12629.766532955662,21965.129455469956
1556456326.251,3053.52673533815,-12629.177627446288,21965.403494765436
1556456326.501,3053.992968291305,-12628.588724209341,21965.677501141065
1556456326.751,3054.4592191551296,-12627.99982324616,21965.951474596433
1556456327.001,3054.925487928996,-12627.41092455809,21966.22541513112
1556456327.251,3055.3917746122784,-12626.82202814647,21966.49932274472
1556456327.501,3055.85807920435,-12626.233134012635,21966.773197436836
1556456327.751,3056.324401704586,-12625.644242157932,21967.047039207042
1556456328.001,3056.790742112355,-12625.055352583695,21967.320848054944
1556456328.251,3057.2571004270344,-12624.466465291269,21967.594623980127
1556456328.501,3057.7234766479964,-12623.877580281995,21967.86836698217
1556456328.751,3058.1898707746136,-12623.288697557207,21968.14207706068
1556456329.001,3058.6562828062583,-12622.699817118253,21968.41575421523
1556456329.251,3059.122712742305,-12622.110938966469,21968.689398445436
1556456329.501,3059.5891605821257,-12621.522063103193,21968.96300975087
1556456329.751,3060.0556263250924,-12620.93318952977,21969.236588131127
1556456330.001,3060.52210997058,-12620.344318247533,21969.510133585798
1556456330.251,3060.9886115179593,-12619.755449257831,21969.783646114483
1556456330.501,3061.4551309666035,-12619.166582561997,21970.057125716754
1556456330.751,3061.9216683158825,-12618.577718161376,21970.330572392224
1556456331.001,3062.388223565174,-12617.988856057302,21970.60398614048
1556456331.251,3062.854796713847,-12617.399996251119,21970.877366961096
1556456331.501,3063.3213877612748,-12616.811138744168,21971.150714853677
1556456331.751,3063.787996706828,-12616.222283537785,21971.42402981782
1556456332.001,3064.2546235498808,-12615.633430633312,21971.697311853102
1556456332.251,3064.721268289803,-12615.044580032089,21971.97056095912
1556456332.501,3065.187930925969,-12614.455731735456,21972.243777135474
1556456332.751,3065.654611457748,-12613.866885744754,21972.51696038174
1556456333.001,3066.121309884516,-12613.278042061318,21972.790110697526
1556456333.251,3066.588026205642,-12612.689200686493,21973.063228082414
1556456333.501,3067.054760420498,-12612.100361621613,21973.336312535997
1556456333.751,3067.5215125284553,-12611.511524868021,21973.609364057877
1556456334.001,3067.9882825288864,-12610.92269042706,21973.882382647622
1556456334.251,3068.455070421163,-12610.333858300064,21974.155368304848
1556456334.501,3068.9218762046544,-12609.745028488376,21974.428321029132
1556456334.751,3069.3886998787343,-12609.156200993331,21974.701240820068
1556456335.001,3069.8555414427733,-12608.567375816276,21974.97412767727
1556456335.251,3070.322400896142,-12607.978552958546,21975.246981600292
1556456335.501,3070.7892782382146,-12607.389732421478,21975.51980258876
1556456335.751,3071.256173468358,-12606.800914206415,21975.79259064224
1556456336.001,3071.723086585945,-12606.212098314696,21976.06534576034
1556456336.251,3072.190017590347,-12605.623284747662,21976.338067942655
1556456336.501,3072.6569664809354,-12605.03447350665,21976.61075718877
1556456336.751,3073.123933257078,-12604.445664592999,21976.883413498275
1556456337.001,3073.5909179181485,-12603.856858008048,21977.156036870765
1556456337.251,3074.0579204635173,-12603.268053753138,21977.42862730584
1556456337.501,3074.524940892555,-12602.67925182961,21977.70118480308
1556456337.751,3074.9919792046317,-12602.0904522388,21977.973709362086
1556456338.001,3075.4590353991166,-12601.501654982047,21978.246200982452
1556456338.251,3075.9261094753833,-12600.912860060691,21978.518659663758
1556456338.501,3076.393201432798,-12600.324067476071,21978.79108540561
1556456338.751,3076.8603112707337,-12599.735277229527,21979.0634782076
1556456339.001,3077.3274389885605,-12599.1464893224,21979.335838069317
1556456339.251,3077.794584585649,-12598.557703756025,21979.608164990357
1556456339.501,3078.2617480613676,-12597.968920531743,21979.880458970307
1556456339.751,3078.7289294150864,-12597.380139650893,21980.15272000876
1556456340.001,3079.196128646177,-12596.791361114816,21980.42494810532
1556456340.251,3079.663345754008,-12596.202584924846,21980.697143259567
1556456340.501,3080.130580737949,-12595.613811082327,21980.969305471102
1556456340.751,3080.597833597371,-12595.025039588594,21981.241434739517
1556456341.001,3081.0651043316416,-12594.436270444989,21981.513531064404
1556456341.251,3081.5323929401334,-12593.84750365285,21981.785594445355
1556456341.501,3081.9996994222133,-12593.258739213514,21982.057624881963
1556456341.751,3082.467023777251,-12592.669977128324,21982.32962237383
1556456342.001,3082.9343660046156,-12592.081217398614,21982.601586920537
1556456342.251,3083.4017261036784,-12591.492460025724,21982.873518521686
1556456342.501,3083.8691040738063,-12590.903705010996,21983.14541717687
1556456342.751,3084.336499914371,-12590.314952355766,21983.417282885675
