#Var1,Var2,Var3,Var4,Var5,Var6,Var7
1567044267122294016,-0.00690568704158068,-0.00927927065640688,0.005950384773314,1.03977298736572,-0.178279906511307,9.74398803710938
1567044267132307968,0.00277650402858853,0.00325031718239188,0.0014398026978597,1.05855786800385,-0.188399448990822,9.73866844177246
1567044267142270208,-0.00222688820213079,-0.000663068785797805,-0.00405953451991081,1.06872355937958,-0.193153604865074,9.73719215393066
1567044267152289024,0.000926119741052389,-0.00374851538799703,0.00646651117131114,1.05392754077911,-0.212658315896988,9.73646545410156
1567044267162283776,0.00020489668531809,9.66598163358867e-05,0.0108688371255994,1.03940773010254,-0.222473174333572,9.74837493896484
1567044267172274944,-0.00209622457623482,-0.00134891900233924,-0.00169014383573085,1.01113951206207,-0.216689884662628,9.74958515167236
1567044267182344960,0.0103745842352509,0.00398023147135973,-0.00892316456884146,1.00135099887848,-0.192619279026985,9.75150585174561
1567044267192297984,0.00284676742739975,-0.0131223574280739,-0.00719019398093224,1.00598108768463,-0.204319179058075,9.7398157119751
1567044267202296064,-1.05823619378498e-05,-0.00639932742342353,0.00241964450106025,1.03529834747314,-0.221236795186996,9.74628448486328
1567044267212284928,-0.000743993616197258,-0.00447817659005523,-0.00144649273715913,1.0680171251297,-0.213565513491631,9.74509525299072
1567044267222355968,0.00438165804371238,0.00122342957183719,0.00430049980059266,1.10407876968384,-0.212091118097305,9.74534893035889
1567044267232283136,0.000400092074414715,-0.00301899202167988,-0.00262483162805438,1.10872650146484,-0.207897886633873,9.74775791168213
1567044267242296064,0.0101729752495885,-0.00274699553847313,0.0116825448349118,1.10500192642212,-0.219995319843292,9.74284744262695
1567044267252532992,-0.00136383064091206,0.000816563726402819,0.000795339292380959,1.07588589191437,-0.233110383152962,9.75165367126465
1567044267262285824,0.00577426236122847,-0.00242259236983955,0.00353929726406932,1.05976223945618,-0.208321139216423,9.74517726898193
1567044267272274944,0.00821252353489399,-0.0069336905144155,0.00507160881534219,1.04718065261841,-0.21414877474308,9.74523258209229
1567044267282320128,-0.00171504111494869,0.00169353233650327,0.000558521307539195,0.987966537475586,-0.215299755334854,9.75039100646973
1567044267292321792,-0.000470140599645674,-0.00579166598618031,0.01201734226197,0.950853705406189,-0.212758734822273,9.74984741210938
1567044267302287104,-0.00394446356222034,-0.00706745963543653,0.00642575183883309,0.942476570606232,-0.168996974825859,9.74378871917725
1567044267312340992,0.00289390049874783,0.0020251537207514,0.00538223749026656,0.927499055862427,-0.191301241517067,9.72982883453369
1567044267322280960,0.00930021144449711,0.0012266953708604,0.00573651678860188,0.904404163360596,-0.220586597919464,9.72772407531738
1567044267332285952,0.00698830233886838,-0.00235548731870949,0.00389410648494959,0.901658654212952,-0.19715915620327,9.72747611999512
1567044267342277120,0.0108365323394537,-0.00840570498257875,0.00570467300713062,0.877544581890106,-0.184318229556084,9.72343349456787
1567044267352294912,0.00688269082456827,-0.00685917539522052,0.00447224779054523,0.819152593612671,-0.211369380354881,9.72601890563965
1567044267362286080,0.0129158487543464,-0.00455561745911837,0.0135700749233365,0.7809157371521,-0.207635894417763,9.73112010955811
1567044267372272128,0.00694508338347077,0.00689257169142365,0.00304564693942666,0.756397664546967,-0.184495031833649,9.72228527069092
1567044267382354944,0.00523118767887354,-0.00748094404116273,0.00575564429163933,0.719088971614838,-0.14529587328434,9.73201084136963
1567044267392296960,0.00201123859733343,-0.00538640329614282,-0.000685050792526454,0.711729764938354,-0.208177745342255,9.73317813873291
1567044267402277888,0.00300990347750485,-0.0112901721149683,0.000408544699894264,0.712441444396973,-0.216011837124825,9.72718048095703
1567044267412271872,-0.000197057495824993,-0.00519040506333113,-1.41872089898243e-06,0.71115654706955,-0.135727509856224,9.72790145874023
1567044267422310144,0.00481612049043179,-0.0101219909265637,0.00537930522114038,0.686101198196411,-0.118651300668716,9.72877311706543
1567044267432317952,0.00767395598813891,0.00207823421806097,0.00865286774933338,0.679882168769836,-0.194587737321854,9.73758983612061
1567044267442313984,0.0110167702659965,0.000315155077259988,-0.00758736813440919,0.687335610389709,-0.212583184242249,9.74481964111328
1567044267452368896,0.00475075002759695,-0.0107061676681042,0.00288668437860906,0.683448374271393,-0.109917916357517,9.73824882507324
1567044267462322944,0.00811360869556665,-0.00757805909961462,0.00754040060564876,0.658503592014313,-0.133269622921944,9.74526882171631
1567044267472328960,0.000986398314125836,-0.00293407170102,-0.00266618747264147,0.619453549385071,-0.200805902481079,9.73609352111816
1567044267482305024,0.00331215257756412,0.00205922778695822,0.00514649739488959,0.603143393993378,-0.211900755763054,9.74800682067871
1567044267492292864,-0.00309853465296328,-0.00984748359769583,0.00723789259791374,0.629680037498474,-0.110092610120773,9.75875663757324
1567044267502285056,0.00418663723394275,-0.0120591204613447,0.00508123403415084,0.703708648681641,-0.113797955214977,9.72206211090088
1567044267512291072,-0.000537800311576575,-0.00957178883254528,0.000261859560851008,0.734570503234863,-0.219825834035873,9.68935966491699
1567044267522321920,-0.00187582825310528,-0.0123742530122399,-0.00217935536056757,0.74640429019928,-0.231142178177834,9.71717357635498
1567044267532300032,0.00237965793348849,-0.00971892196685076,0.00135373556986451,0.760104656219482,-0.135552063584328,9.73988723754883
1567044267542313984,0.0054591572843492,-0.0126455966383219,-0.00231002480722964,0.755301356315613,-0.138521566987038,9.74058818817139
1567044267552366848,0.00413585919886827,-0.00235659745521843,0.00116264133248478,0.72387683391571,-0.246602058410645,9.71900272369385
1567044267562352896,0.00780284591019154,-0.00822384003549814,-0.00496019050478935,0.706105351448059,-0.231201529502869,9.732741355896
1567044267572336896,-0.00445767166092992,-0.000596770958509296,0.000446322374045849,0.750480949878693,-0.138296321034431,9.75181293487549
