1,1556456299.001,19,21003563.2546879,110374434.674383,7,2
1,1556456299.001,6,21859371.859896,114871983.313103,8,3
1,1556456299.001,5,21415697.1247778,112540291.625321,5,1
1,1556456299.001,4,22300627.2946454,117190577.25481,8,3
1,1556456299.001,9,22865983.9511317,120161537.942933,6,1
2,1556456299.251,19,21003641.7566737,110374839.167988,7,2
2,1556456299.251,6,21859424.3108879,114872252.250652,8,2
2,1556456299.251,5,21415643.5329779,112540009.125973,5,1
2,1556456299.251,4,22300647.6110614,117190694.070735,8,3
2,1556456299.251,9,22866057.5736003,120161924.908049,6,2
3,1556456299.501,19,21003717.7829098,110375243.659502,7,2
3,1556456299.501,6,21859473.9545761,114872521.219431,8,3
3,1556456299.501,5,21415589.9586281,112539726.645092,5,1
3,1556456299.501,4,22300668.0103659,117190810.883983,8,2
3,1556456299.501,9,22866131.1829813,120162311.920322,7,2
4,1556456299.751,19,21003792.251714,110375648.153253,7,2
4,1556456299.751,6,21859525.0291822,114872790.116501,7,2
4,1556456299.751,5,21415536.2141388,112539444.164636,5,1
4,1556456299.751,4,22300690.7545435,117190927.721896,8,3
4,1556456299.751,9,22866204.7138363,120162698.921896,7,2
5,1556456300.001,19,21003869.992434,110376052.691583,7,2
5,1556456300.001,6,21859575.7504213,114873059.093811,7,2
5,1556456300.001,5,21415482.576532,112539161.688652,5,1
5,1556456300.001,4,22300714.757318,117191044.57438,8,3
5,1556456300.001,9,22866278.2730479,120163085.951605,7,2
6,1556456300.251,19,21003946.3436805,110376457.268076,7,2
6,1556456300.251,6,21859627.5099484,114873327.93923,7,2
6,1556456300.251,5,21415428.7251601,112538879.283772,5,1
6,1556456300.251,4,22300738.0468148,117191161.509854,8,3
6,1556456300.251,9,22866351.6730263,120163472.994918,7,2
7,1556456300.501,19,21004023.0962819,110376861.848652,7,2
7,1556456300.501,6,21859678.3947833,114873596.88936,8,2
7,1556456300.501,5,21415375.0701031,112538596.892031,5,1
7,1556456300.501,4,22300758.7558607,117191278.465056,8,2
7,1556456300.501,9,22866425.1689809,120163860.059504,7,2
8,1556456300.751,19,21004100.2742324,110377266.461177,7,2
