Time,PosX,PosY,PosZ
1567044285.496,-15604.271121753252,-12161.536591141454,-17979.117783961214
1567044285.746,-15603.70987498459,-12161.561828892176,-17979.58348834542
1567044285.996,-15603.148613976813,-12161.58707529119,-17980.049169282294
1567044286.246,-15602.587338730797,-12161.612330339218,-17980.51482677123
1567044286.496,-15602.026049247355,-12161.637594036702,-17980.980460811614
1567044286.746,-15601.464745527388,-12161.662866383995,-17981.446071402817
1567044286.996,-15600.903427571719,-12161.688147381721,-17981.91165854424
1567044287.246,-15600.342095381231,-12161.713437030334,-17982.377222235293
1567044287.496,-15599.780748956733,-12161.738735330278,-17982.84276247525
1567044287.746,-15599.219388299141,-12161.764042282122,-17983.30827926367
1567044287.996,-15598.65801340923,-12161.789357886253,-17983.77377259977
1567044288.246,-15598.09662428794,-12161.81468214327,-17984.23924248307
1567044288.496,-15597.535220936063,-12161.84001505366,-17984.70468891289
1567044288.746,-15596.973803354449,-12161.865356617758,-17985.17011188858
1567044288.996,-15596.41237154403,-12161.89070683625,-17985.635511409633
1567044289.246,-15595.850925505567,-12161.916065709474,-17986.100887475324
1567044289.496,-15595.289465239975,-12161.941433237977,-17986.566240085067
1567044289.746,-15594.727990748097,-12161.966809422356,-17987.031569238316
1567044289.996,-15594.166502030723,-12161.992194262892,-17987.496874934375
1567044290.246,-15593.604999088851,-12162.017587760176,-17987.962157172657
1567044290.496,-15593.043481923192,-12162.042989914778,-17988.427415952556
1567044290.746,-15592.481950534677,-12162.068400726967,-17988.892651273454
1567044290.996,-15591.920404924118,-12162.093820197466,-17989.35786313476
1567044291.246,-15591.358845092407,-12162.1192483267,-17989.82305153581
1567044291.496,-15590.797271040437,-12162.144685115143,-17990.288216476056
1567044291.746,-15590.23568276894,-12162.170130563178,-17990.753357954804
1567044291.996,-15589.67408027888,-12162.195584671372,-17991.218475971476
1567044292.246,-15589.112463571035,-12162.221047440407,-17991.68357052548
1567044292.496,-15588.550832646371,-12162.246518870428,-17992.148641616226
1567044292.746,-15587.989187505618,-12162.271998962144,-17992.613689242986
1567044292.996,-15587.427528149681,-12162.29748771598,-17993.078713405237
1567044293.246,-15586.865854579435,-12162.322985132374,-17993.543714102376
1567044293.496,-15586.30416679574,-12162.348491211907,-17994.008691333747
1567044293.746,-15585.742464799376,-12162.374005955064,-17994.47364509873
1567044293.996,-15585.180748591298,-12162.399529362308,-17994.938575396733
1567044294.246,-15584.619018172276,-12162.425061434087,-17995.403482227193
1567044294.496,-15584.057273543234,-12162.45060217089,-17995.86836558939
1567044294.746,-15583.495514705026,-12162.476151573266,-17996.333225482762
1567044294.996,-15582.933741658439,-12162.501709641749,-17996.79806190673
1567044295.246,-15582.371954404374,-12162.52727637666,-17997.262874860593
1567044295.496,-15581.810152943679,-12162.552851778648,-17997.727664343838
1567044295.746,-15581.248337277248,-12162.578435848078,-17998.1924303558
1567044295.996,-15580.686507405842,-12162.604028585485,-17998.657172895855
1567044296.246,-15580.124663330414,-12162.629629991403,-17999.12189196342
1567044296.496,-15579.562805051755,-12162.655240066313,-17999.586587557886
1567044296.746,-15579.000932570734,-12162.680858810578,-18000.05125967855
1567044296.996,-15578.439045888259,-12162.706486224843,-18000.515908324945
1567044297.246,-15577.877145005128,-12162.732122309542,-18000.98053349633
1567044297.496,-15577.315229922217,-12162.757767065148,-18001.445135192185
1567044297.746,-15576.753300640343,-12162.783420492118,-18001.909713411816
1567044297.996,-15576.191357160422,-12162.809082591008,-18002.374268154686
1567044298.246,-15575.629399483274,-12162.834753362227,-18002.838799420082
1567044298.496,-15575.06742760976,-12162.860432806365,-18003.303307207505
1567044298.746,-15574.505441540767,-12162.886120923824,-18003.767791516257
1567044298.996,-15573.94344127708,-12162.911817715112,-18004.232252345755
1567044299.246,-15573.381426819678,-12162.93752318081,-18004.696689695455
1567044299.496,-15572.81939816926,-12162.963237321248,-18005.16110356466
1567044299.746,-15572.257355326772,-12162.988960136963,-18005.62549395273
1567044299.996,-15571.69529829309,-12163.014691628581,-18006.089860859098
1567044300.246,-15571.133227069042,-12163.040431796457,-18006.554204283173
1567044300.496,-15570.57114165544,-12163.066180640979,-18007.018524224295
1567044300.746,-15570.009042053192,-12163.091938162836,-18007.4828206819
1567044300.996,-15569.446928263147,-12163.117704362432,-18007.947093655333
1567044301.246,-15568.88480028618,-12163.143479240307,-18008.411343143987
1567044301.496,-15568.322658123061,-12163.169262796722,-18008.87556914728
1567044301.746,-15567.760501774768,-12163.195055032429,-18009.339771664574
1567044301.996,-15567.198331242045,-12163.220855947928,-18009.803950695245
1567044302.246,-15566.636146525874,-12163.246665543496,-18010.268106238724
1567044302.496,-15566.073947626935,-12163.272483819675,-18010.732238294368
1567044302.746,-15565.51173454624,-12163.298310777081,-18011.19634686153
1567044302.996,-15564.949507284615,-12163.324146416135,-18011.66043193965
1567044303.246,-15564.387265842903,-12163.349990737279,-18012.124493528117
1567044303.496,-15563.825010221897,-12163.375843741062,-18012.588531626283
1567044303.746,-15563.262740422535,-12163.401705427897,-18013.05254623357
1567044303.996,-15562.700456445644,-12163.42757579837,-18013.51653734933
1567044304.246,-15562.138158292053,-12163.453454852855,-18013.980504972962
1567044304.496,-15561.5758459627,-12163.479342591945,-18014.444449103918
1567044304.746,-15561.013519458347,-12163.505239016004,-18014.908369741443
1567044304.996,-15560.451178779891,-12163.531144125674,-18015.37226688508
1567044305.246,-15559.88882392825,-12163.557057921367,-18015.836140534102
1567044305.496,-15559.326454904156,-12163.582980403475,-18016.29999068794
1567044305.746,-15558.764071708581,-12163.608911572617,-18016.763817346007
1567044305.996,-15558.201674342286,-12163.634851429291,-18017.22762050762
1567044306.246,-15557.639262806202,-12163.660799973874,-18017.69140017226
1567044306.496,-15557.076837101153,-12163.686757206924,-18018.15515633927
1567044306.746,-15556.514397227984,-12163.712723128909,-18018.618889007994
1567044306.996,-15555.951943187543,-12163.738697740286,-18019.08259817788
1567044307.246,-15555.389474980742,-12163.764681041517,-18019.54628384832
1567044307.496,-15554.826992608407,-12163.790673033296,-18020.009946018658
1567044307.746,-15554.264496071393,-12163.81667371588,-18020.473584688272
1567044307.996,-15553.701985370568,-12163.84268308979,-18020.937199856606
1567044308.246,-15553.139460506782,-12163.868701155563,-18021.400791523043
1567044308.496,-15552.576921480897,-12163.89472791371,-18021.86435968691
1567044308.746,-15552.014368293718,-12163.920763364646,-18022.327904347676
1567044308.996,-15551.451800946215,-12163.946807509023,-18022.791425504696
1567044309.246,-15550.889219439088,-12163.972860347005,-18023.254923157292
1567044309.496,-15550.326623773313,-12163.998921879362,-18023.718397304936
1567044309.746,-15549.764013949749,-12164.024992106513,-18024.181847946984
1567044309.996,-15549.201389969197,-12164.05107102886,-18024.645275082847
