Time,PosX,PosY,PosZ
1567044285.496,-23226.8337911434,-6063.858442973924,10523.630624627087
1567044285.746,-23227.070263452646,-6064.147349027582,10522.967491762389
1567044285.996,-23227.306721879504,-6064.436240084728,10522.304344336091
1567044286.246,-23227.543166423202,-6064.7251161455715,10521.641182349127
1567044286.496,-23227.779597082997,-6065.013977210328,10520.978005802483
1567044286.746,-23228.01601385809,-6065.302823279206,10520.314814697078
1567044286.996,-23228.252416747775,-6065.591654352418,10519.651609033765
1567044287.246,-23228.488805751254,-6065.880470430184,10518.988388813601
1567044287.496,-23228.7251808678,-6066.169271512703,10518.32515403741
1567044287.746,-23228.961542096637,-6066.458057600201,10517.661904706245
1567044287.996,-23229.197889437,-6066.7468286928815,10516.998640820899
1567044288.246,-23229.434222888143,-6067.035584790963,10516.335362382439
1567044288.496,-23229.670542449305,-6067.3243258946495,10515.672069391707
1567044288.746,-23229.906848119743,-6067.6130520041625,10515.008761849698
1567044288.996,-23230.14313989866,-6067.901763119709,10514.345439757324
1567044289.246,-23230.37941778534,-6068.190459241505,10513.682103115487
1567044289.496,-23230.615681779003,-6068.47914036976,10513.018751925165
1567044289.746,-23230.85193187889,-6068.767806504693,10512.355386187368
1567044289.996,-23231.088168084258,-6069.056457646515,10511.692005902798
1567044290.246,-23231.32439039433,-6069.345093795429,10511.02861107262
1567044290.496,-23231.56059880837,-6069.6337149516585,10510.365201697683
1567044290.746,-23231.796793325593,-6069.922321115413,10509.701777778851
1567044290.996,-23232.03297394527,-6070.2109122869115,10509.038339317172
1567044291.246,-23232.269140666624,-6070.499488466357,10508.374886313586
1567044291.496,-23232.505293488895,-6070.788049653966,10507.71141876895
1567044291.746,-23232.741432411334,-6071.076595849958,10507.047936684188
1567044291.996,-23232.977557433187,-6071.365127054534,10506.384440060354
1567044292.246,-23233.213668553683,-6071.653643267917,10505.72092889823
1567044292.496,-23233.44976577207,-6071.942144490316,10505.05740319888
1567044292.746,-23233.685849087597,-6072.2306307219515,10504.393862963134
1567044292.996,-23233.92191849951,-6072.519101963033,10503.730308192014
1567044293.246,-23234.157974007045,-6072.807558213761,10503.06673888645
1567044293.496,-23234.394015609425,-6073.095999474364,10502.403155047316
1567044293.746,-23234.63004330593,-6073.384425745062,10501.739556675535
1567044293.996,-23234.866057095765,-6073.67283702605,10501.075943772132
1567044294.246,-23235.102056978198,-6073.961233317546,10500.412316337974
1567044294.496,-23235.338042952448,-6074.249614619774,10499.748674374025
1567044294.746,-23235.5740150178,-6074.537980932935,10499.08501788123
1567044294.996,-23235.809973173447,-6074.826332257257,10498.421346860432
1567044295.246,-23236.04591741866,-6075.114668592938,10497.757661312748
1567044295.496,-23236.28184775269,-6075.4029899402085,10497.093961238937
1567044295.746,-23236.517764174743,-6075.691296299268,10496.430246640031
1567044295.996,-23236.753666684104,-6075.979587670332,10495.76651751687
1567044296.246,-23236.98955527998,-6076.267864053625,10495.102773870514
1567044296.496,-23237.22542996163,-6076.556125449351,10494.439015701833
1567044296.746,-23237.461290728308,-6076.844371857729,10493.775243011742
1567044296.996,-23237.697137579235,-6077.132603278973,10493.111455801274
1567044297.246,-23237.93297051367,-6077.42081971329,10492.44765407123
1567044297.496,-23238.168789530842,-6077.709021160903,10491.78383782258
1567044297.746,-23238.404594629996,-6077.997207622022,10491.120007056354
1567044297.996,-23238.6403858104,-6078.285379096866,10490.456161773398
1567044298.246,-23238.87616307127,-6078.573535585641,10489.792301974638
1567044298.496,-23239.11192641184,-6078.861677088567,10489.128427661113
1567044298.746,-23239.34767583138,-6079.149803605858,10488.464538833645
1567044298.996,-23239.583411329128,-6079.437915137729,10487.800635493197
1567044299.246,-23239.81913290431,-6079.726011684394,10487.136717640713
1567044299.496,-23240.05484055617,-6080.01409324606,10486.472785277181
1567044299.746,-23240.29053428398,-6080.302159822953,10485.808838403458
1567044299.996,-23240.526214086953,-6080.590211415289,10485.14487702055
1567044300.246,-23240.761879964342,-6080.878248023273,10484.480901129282
1567044300.496,-23240.997531915396,-6081.166269647121,10483.816910730691
1567044300.746,-23241.233169939347,-6081.454276287048,10483.152905825711
1567044300.996,-23241.468794035456,-6081.742267943271,10482.48888641521
1567044301.246,-23241.70440420294,-6082.030244616009,10481.824852500218
1567044301.496,-23241.94000044107,-6082.318206305474,10481.160804081534
1567044301.746,-23242.175582749063,-6082.606153011879,10480.496741160268
1567044301.996,-23242.41115112618,-6082.894084735435,10479.832663737201
1567044302.246,-23242.646705571664,-6083.182001476365,10479.168571813332
1567044302.496,-23242.882246084737,-6083.46990323488,10478.50446538962
1567044302.746,-23243.117772664675,-6083.757790011197,10477.840344466944
1567044302.996,-23243.353285310688,-6084.045661805532,10477.17620904632
1567044303.246,-23243.58878402205,-6084.333518618096,10476.512059128605
1567044303.496,-23243.824268797995,-6084.6213604491095,10475.847894714725
1567044303.746,-23244.059739637756,-6084.909187298777,10475.1837158057
1567044303.996,-23244.29519654058,-6085.196999167329,10474.519522402421
1567044304.246,-23244.530639505723,-6085.4847960549705,10473.855314505809
1567044304.496,-23244.766068532394,-6085.772577961921,10473.191092116833
1567044304.746,-23245.00148361989,-6086.060344888396,10472.526855236383
1567044304.996,-23245.2368847674,-6086.348096834608,10471.862603865447
1567044305.246,-23245.472271974206,-6086.635833800774,10471.19833800492
1567044305.496,-23245.70764523955,-6086.923555787111,10470.534057655788
1567044305.746,-23245.94300456264,-6087.211262793837,10469.869762818933
1567044305.996,-23246.178349942766,-6087.498954821163,10469.205453495317
1567044306.246,-23246.413681379134,-6087.786631869305,10468.541129685857
1567044306.496,-23246.648998871002,-6088.074293938484,10467.876791391518
1567044306.746,-23246.884302417628,-6088.361941028907,10467.212438613193
1567044306.996,-23247.119592018236,-6088.649573140796,10466.548071351861
1567044307.246,-23247.354867672082,-6088.937190274362,10465.883689608441
1567044307.496,-23247.59012937839,-6089.224792429832,10465.219293383869
1567044307.746,-23247.82537713644,-6089.512379607415,10464.554882679065
1567044307.996,-23248.06061094543,-6089.799951807319,10463.890457494997
1567044308.246,-23248.295830804647,-6090.08750902977,10463.226017832618
1567044308.496,-23248.531036713302,-6090.375051274987,10462.561563692794
1567044308.746,-23248.76622867066,-6090.662578543179,10461.897095076516
1567044308.996,-23249.00140667595,-6090.950090834569,10461.232611984718
1567044309.246,-23249.236570728433,-6091.237588149361,10460.56811441825
1567044309.496,-23249.471720827343,-6091.5250704877835,10459.903602378188
1567044309.746,-23249.70685697192,-6091.812537850048,10459.239075865362
1567044309.996,-23249.941979161413,-6092.099990236369,10458.574534880778
1567044310.246,-23250.177087395066,-6092.387427646969,10457.909979425342
1567044310.496,-23250.412181672116,-6092.674850082061,10457.245409499943
1567044310.746,-23250.647261991828,-6092.962257541858,10456.580825105631
1567044310.996,-23250.88232835343,-6093.249650026584,10455.916226243227
1567044311.246,-23251.117380756164,-6093.537027536448,10455.251612913726
1567044311.496,-23251.352419199276,-6093.824390071673,10454.586985118081
1567044311.746,-23251.58744368201,-6094.111737632469,10453.92234285714
1567044311.996,-23251.82245420363,-6094.39907021906,10453.257686131925
1567044312.246,-23252.05745076335,-6094.686387831662,10452.593014943342
1567044312.496,-23252.292433360413,-6094.973690470484,10451.928329292401
1567044312.746,-23252.527401994095,-6095.260978135753,10451.263629179904
1567044312.996,-23252.762356663618,-6095.54825082768,10450.598914606868
1567044313.246,-23252.997297368234,-6095.835508546483,10449.934185574199
1567044313.496,-23253.232224107178,-6096.12275129238,10449.26944208288
1567044313.746,-23253.467136879706,-6096.4099790655855,10448.604684133805
1567044313.996,-23253.702035685073,-6096.697191866329,10447.939911727872
1567044314.246,-23253.93692052249,-6096.9843896948005,10447.275124866122
1567044314.496,-23254.17179139122,-6097.271572551246,10446.610323549414
1567044314.746,-23254.40664829051,-6097.558740435867,10445.945507778719
1567044314.996,-23254.641491219598,-6097.845893348884,10445.280677554987
1567044315.246,-23254.876320177747,-6098.133031290516,10444.615832879066
1567044315.496,-23255.111135164163,-6098.420154260981,10443.950973752055
1567044315.746,-23255.34593617813,-6098.70726226049,10443.286100174695
1567044315.996,-23255.580723218874,-6098.994355289273,10442.62121214808
1567044316.246,-23255.81549628564,-6099.281433347533,10441.956309673085
1567044316.496,-23256.050255377675,-6099.568496435499,10441.291392750636
1567044316.746,-23256.28500049423,-6099.855544553382,10440.62646138165
1567044316.996,-23256.51973163454,-6100.142577701401,10439.961515567102
1567044317.246,-23256.754448797852,-6100.429595879774,10439.296555308003
1567044317.496,-23256.989151983416,-6100.716599088722,10438.63158060512
1567044317.746,-23257.22384119047,-6101.003587328458,10437.966591459506
1567044317.996,-23257.458516418264,-6101.290560599202,10437.301587872076
1567044318.246,-23257.693177666046,-6101.577518901173,10436.636569843755
1567044318.496,-23257.927824933045,-6101.8644622345855,10435.971537375523
1567044318.746,-23258.162458218525,-6102.151390599662,10435.306490468232
1567044318.996,-23258.39707752172,-6102.43830399662,10434.64142912288
1567044319.246,-23258.631682841864,-6102.72520242567,10433.976353340404
1567044319.496,-23258.86627417824,-6103.01208588704,10433.311263121728
