Time,PosX,PosY,PosZ
1567044285.496,16802.327942398784,-559.8437132454856,20304.563045185372
1567044285.746,16801.977218611068,-559.28844477856,20304.869288397073
1567044285.996,16801.6264978072,-558.733162949602,20305.17550399457
1567044286.246,16801.275779988013,-558.1778677592829,20305.481691977366
1567044286.496,16800.925065154363,-557.6225592082865,20305.787852345093
1567044286.746,16800.5743533071,-557.0672372972931,20306.093985097294
1567044286.996,16800.223644447073,-556.5119020269813,20306.400090233597
1567044287.246,16799.872938575125,-555.9565533980276,20306.706167753568
1567044287.496,16799.522235692115,-555.4011914111179,20307.01221765681
1567044287.746,16799.171535798865,-554.845816066927,20307.3182399429
1567044287.996,16798.820838896267,-554.2904273661352,20307.62423461141
1567044288.246,16798.47014498515,-553.7350253094191,20307.93020166192
1567044288.496,16798.11945406637,-553.1796098974664,20308.23614109405
1567044288.746,16797.768766140765,-552.6241811309519,20308.542052907353
1567044288.996,16797.418081209165,-552.0687390105522,20308.847937101447
1567044289.246,16797.067399272448,-551.5132835369532,20309.153793675876
1567044289.496,16796.71672033149,-550.9578147108368,20309.459622630282
1567044289.746,16796.36604438706,-550.4023325328708,20309.76542396417
1567044289.996,16796.015371440066,-549.8468370037481,20310.071197677236
1567044290.246,16795.66470149134,-549.2913281241417,20310.376943768963
1567044290.496,16795.314034541752,-548.7358058947357,20310.682662238993
1567044290.746,16794.9633705921,-548.1802703162084,20310.988353086905
1567044290.996,16794.61270964331,-547.6247213892366,20311.294016312284
1567044291.246,16794.26205169614,-547.0691591145096,20311.5996519147
1567044291.496,16793.91139675149,-546.5135834926932,20311.905259893727
1567044291.746,16793.56074481023,-545.9579945244841,20312.210840249027
1567044291.996,16793.210095873153,-545.4023922105534,20312.516392980106
1567044292.246,16792.85944994115,-544.8467765515779,20312.82191808657
1567044292.496,16792.508807015027,-544.2911475482488,20313.127415568015
1567044292.746,16792.158167095688,-543.735505201239,20313.432885424038
1567044292.996,16791.807530183964,-543.1798495112325,20313.738327654224
1567044293.246,16791.45689628065,-542.6241804789042,20314.043742258124
1567044293.496,16791.106265386665,-542.0684981049435,20314.349129235365
1567044293.746,16790.75563750282,-541.512802390027,20314.654488585533
1567044293.996,16790.405012629977,-540.9570933348296,20314.959820308177
1567044294.246,16790.054390768964,-540.4013709400406,20315.265124402904
